"Image URL","Image Title","Image Caption","Image Description","Image Alt Text","Image Featured","Attachment URL","Upload Image","Visa Category Description","Visa Category Background","Visa Link","home page news link","home page testimonial link","Testimonial Main Title","Testimonial Name","Testimonial Read More Link","Main heading","Box One Title","Box One Image","Box One Decription","Box Two Title","Box Two Image","Box Two Description","Box Three Title","Box three image","Box Three Description","Box Four Title","Box Four Image","Box four description","Box Five Title","Box Five Image","Box Five description","Box Six Title","Box Six Image","Box Six Description","Secondary TItle","Facebook Link","Twitter Link","Linkedin Link","Main Heading","Section Image","Sub Heading","Section Content_front_page","Section Extra Content","Section Link","Total amount","Country Main Title","Country First Title","Country First Content","Country Second Title","Country second Content","Country Bottom Content","First Box Image","First Box Title","First Box Content","First Box Link","Second Box Title","Second Box  Image","Second Box Content","Second Box Link","Third Box Title","Third Box Image","Third Box Content","Third Box Link","Fourth Box Title","Fourth Box Image","Fourth Box Content","Fourth Box Link","Fifth Box Title","Fifth Box Image","Fifth Box Content","Fifth Box Link","Six Box Title","Six Box Image","Six Box Content","Six Box Link","Contact Top Content","Contact form Title Right Side","Contact Info Tile","Contact Info Content","Branch office Title","Branch Ofiice Second Title","Branch office Content","Second Branch Office Title","Second Branch Office Sub Title","Second Branch Office Content","Offshore office Title","Offshore Office Second Title","Offshore Office Content","Upcoming Office Title","Upcoming Office Image 1","Upcoming Office  Image 2","Upcoming Office Image 3","Upcoming Office Image 4","Categories Title1","Categories Title Link1","Categories Title2","Categories Title Link2","Categories Title3","Categories Title Link3","Categories Title4","Categories Title Link4","Categories Title5","Categories Title Link5","Categories Title6","Categories Title Link6"
http://click-demo.com/immigrationxperts/wp-content/uploads/2017/04/Students-2.jpg,,,,,http://click-demo.com/immigrationxperts/wp-content/uploads/2017/04/Students-2.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://click-demo.com/immigrationxperts/wp-content/uploads/2017/04/3F56CC1800000578-4420256-image-a-9_1492490796928.jpg,,,,,http://click-demo.com/immigrationxperts/wp-content/uploads/2017/04/3F56CC1800000578-4420256-image-a-9_1492490796928.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://click-demo.com/immigrationxperts/wp-content/uploads/2017/04/external.jpg,external,,,,http://click-demo.com/immigrationxperts/wp-content/uploads/2017/04/external.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://click-demo.com/immigrationxperts/wp-content/uploads/2017/04/letest.jpg,,,,,http://click-demo.com/immigrationxperts/wp-content/uploads/2017/04/letest.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://click-demo.com/immigrationxperts/wp-content/uploads/2017/04/ita-19-april.jpg,,,,,http://click-demo.com/immigrationxperts/wp-content/uploads/2017/04/ita-19-april.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://click-demo.com/immigrationxperts/wp-content/uploads/2017/04/Last-chance-for-FSW-web1-1024x550.jpg,,,,,http://click-demo.com/immigrationxperts/wp-content/uploads/2017/04/Last-chance-for-FSW-web1-1024x550.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://click-demo.com/immigrationxperts/wp-content/uploads/2017/05/not-acceptable.png,not-acceptable,,,,http://click-demo.com/immigrationxperts/wp-content/uploads/2017/05/not-acceptable.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://click-demo.com/immigrationxperts/wp-content/uploads/2017/05/Pic.jpg,Pic,,,,http://click-demo.com/immigrationxperts/wp-content/uploads/2017/05/Pic.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://click-demo.com/immigrationxperts/wp-content/uploads/2017/05/Canada_PNP.jpg,Canada_PNP,,,,http://click-demo.com/immigrationxperts/wp-content/uploads/2017/05/Canada_PNP.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://click-demo.com/immigrationxperts/wp-content/uploads/2017/05/ce742d950ca63a98d59ecec5eba0da2e_XL.jpg,,,,,http://click-demo.com/immigrationxperts/wp-content/uploads/2017/05/ce742d950ca63a98d59ecec5eba0da2e_XL.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://click-demo.com/immigrationxperts/wp-content/uploads/2017/05/Occupation.jpg,Occupation,,,,http://click-demo.com/immigrationxperts/wp-content/uploads/2017/05/Occupation.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://click-demo.com/immigrationxperts/wp-content/uploads/2017/05/Australia_Changes_ImmigrationXperts.jpg,Australia_Changes_ImmigrationXperts,,,,http://click-demo.com/immigrationxperts/wp-content/uploads/2017/05/Australia_Changes_ImmigrationXperts.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://click-demo.com/immigrationxperts/wp-content/uploads/2017/05/gavel.png,,,,,http://click-demo.com/immigrationxperts/wp-content/uploads/2017/05/gavel.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://click-demo.com/immigrationxperts/wp-content/uploads/2017/06/ITA.jpg,ITA,,,,http://click-demo.com/immigrationxperts/wp-content/uploads/2017/06/ITA.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://click-demo.com/immigrationxperts/wp-content/uploads/2017/06/PFC-Logo-White.jpg,PFC-Logo-White,,,,http://click-demo.com/immigrationxperts/wp-content/uploads/2017/06/PFC-Logo-White.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://click-demo.com/immigrationxperts/wp-content/uploads/2017/06/citizenship-ceremony.jpg.size_.xxlarge.letterbox.jpg,citizenship-ceremony.jpg.size.xxlarge.letterbox,,,,http://click-demo.com/immigrationxperts/wp-content/uploads/2017/06/citizenship-ceremony.jpg.size_.xxlarge.letterbox.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://click-demo.com/immigrationxperts/wp-content/uploads/2017/06/main-qimg-78f10a429926808a8cf8bf3ddb102afd-c.jpg,,,,,http://click-demo.com/immigrationxperts/wp-content/uploads/2017/06/main-qimg-78f10a429926808a8cf8bf3ddb102afd-c.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://click-demo.com/immigrationxperts/wp-content/uploads/2017/06/Canda-Express-entry-42nd-draw.jpg,,,,,http://click-demo.com/immigrationxperts/wp-content/uploads/2017/06/Canda-Express-entry-42nd-draw.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://click-demo.com/immigrationxperts/wp-content/uploads/2017/06/ca2261645da811f59adac90a6769df36.jpg,,,,,http://click-demo.com/immigrationxperts/wp-content/uploads/2017/06/ca2261645da811f59adac90a6769df36.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://click-demo.com/immigrationxperts/wp-content/uploads/2017/06/VFS-Australia.jpg,"VFS Australia",,,,http://click-demo.com/immigrationxperts/wp-content/uploads/2017/06/VFS-Australia.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://click-demo.com/immigrationxperts/wp-content/uploads/2017/07/1619-HQ.jpg,,,,,http://click-demo.com/immigrationxperts/wp-content/uploads/2017/07/1619-HQ.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://click-demo.com/immigrationxperts/wp-content/uploads/2017/07/download.png,,,,,http://click-demo.com/immigrationxperts/wp-content/uploads/2017/07/download.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://click-demo.com/immigrationxperts/wp-content/uploads/2017/07/2017_06_16-BillC6-e1497639089557.jpg,,,,,http://click-demo.com/immigrationxperts/wp-content/uploads/2017/07/2017_06_16-BillC6-e1497639089557.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://click-demo.com/immigrationxperts/wp-content/uploads/2017/07/Expert-Help.jpg,,,,,http://click-demo.com/immigrationxperts/wp-content/uploads/2017/07/Expert-Help.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://click-demo.com/immigrationxperts/wp-content/uploads/2017/07/maxresdefault.jpg,,,,,http://click-demo.com/immigrationxperts/wp-content/uploads/2017/07/maxresdefault.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://click-demo.com/immigrationxperts/wp-content/uploads/2017/07/1500011355523.jpg,,,,,http://click-demo.com/immigrationxperts/wp-content/uploads/2017/07/1500011355523.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://click-demo.com/immigrationxperts/wp-content/uploads/2017/07/8-australia-second-only-to-new-zealand-as-the-best-country-in-the-world-to-retire-to-australia-was-also-named-one-of-the-best-countries-to-headquarter-a-corporation-in.jpg,,,,,http://click-demo.com/immigrationxperts/wp-content/uploads/2017/07/8-australia-second-only-to-new-zealand-as-the-best-country-in-the-world-to-retire-to-australia-was-also-named-one-of-the-best-countries-to-headquarter-a-corporation-in.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://click-demo.com/immigrationxperts/wp-content/uploads/2017/07/gettyimages-489056599.jpg,,,,,http://click-demo.com/immigrationxperts/wp-content/uploads/2017/07/gettyimages-489056599.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://click-demo.com/immigrationxperts/wp-content/uploads/2017/07/f795500b1cfafd0fc13e0a0ee6538e02.jpg,,,,,http://click-demo.com/immigrationxperts/wp-content/uploads/2017/07/f795500b1cfafd0fc13e0a0ee6538e02.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://click-demo.com/immigrationxperts/wp-content/uploads/2017/07/vetassess-Fees-Revised-page.jpg,vetassess-Fees-Revised-page,,,,http://click-demo.com/immigrationxperts/wp-content/uploads/2017/07/vetassess-Fees-Revised-page.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://click-demo.com/immigrationxperts/wp-content/uploads/2017/08/bef69bac-1561-483d-b2fe-4e628e39ae2c_1501553068.jpeg,bef69bac-1561-483d-b2fe-4e628e39ae2c_1501553068,,,,http://click-demo.com/immigrationxperts/wp-content/uploads/2017/08/bef69bac-1561-483d-b2fe-4e628e39ae2c_1501553068.jpeg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://click-demo.com/immigrationxperts/wp-content/uploads/2017/09/download.png,download,,,,http://click-demo.com/immigrationxperts/wp-content/uploads/2017/09/download.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://click-demo.com/immigrationxperts/wp-content/uploads/2017/09/imgpsh_fullsize.jpg|http://click-demo.com/immigrationxperts/wp-content/uploads/2017/09/alex-leblanc.jpg|http://click-demo.com/immigrationxperts/wp-content/uploads/2017/09/Maine-Street-To-Fort-Andross-night.jpg,||,||,||,||,http://click-demo.com/immigrationxperts/wp-content/uploads/2017/09/imgpsh_fullsize.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://click-demo.com/immigrationxperts/wp-content/uploads/2017/09/CRS_433.png,CRS_433,,,,http://click-demo.com/immigrationxperts/wp-content/uploads/2017/09/CRS_433.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://click-demo.com/immigrationxperts/wp-content/uploads/2017/10/immmigration_canada.jpg.size-custom-crop.1086x0.jpg,,,,,http://click-demo.com/immigrationxperts/wp-content/uploads/2017/10/immmigration_canada.jpg.size-custom-crop.1086x0.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://click-demo.com/immigrationxperts/wp-content/uploads/2017/10/438.png,438,,,,http://click-demo.com/immigrationxperts/wp-content/uploads/2017/10/438.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://click-demo.com/immigrationxperts/wp-content/uploads/2017/10/108-01-2-2004-0302-409x255.jpg,,,,,http://click-demo.com/immigrationxperts/wp-content/uploads/2017/10/108-01-2-2004-0302-409x255.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://click-demo.com/immigrationxperts/wp-content/uploads/2017/10/Canada.jpg|http://click-demo.com/immigrationxperts/wp-content/uploads/2017/10/Canada-To-Welcome-Continued-Record-Immi...n-Services-and-Free-Online-Evaluation-page-001.jpg,"Canada|Canada To Welcome Continued Record Immi...n Services and Free Online Evaluation-page-001",|,|,|,http://click-demo.com/immigrationxperts/wp-content/uploads/2017/10/Canada.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://click-demo.com/immigrationxperts/wp-content/uploads/2017/10/436.png,436,,,,http://click-demo.com/immigrationxperts/wp-content/uploads/2017/10/436.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://click-demo.com/immigrationxperts/wp-content/uploads/2017/11/hussen.png,,,,,http://click-demo.com/immigrationxperts/wp-content/uploads/2017/11/hussen.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://click-demo.com/immigrationxperts/wp-content/uploads/2017/11/saskatoon-saskatchewan-job-boom-full.jpg,saskatoon-saskatchewan-job-boom-full,,,,http://click-demo.com/immigrationxperts/wp-content/uploads/2017/11/saskatoon-saskatchewan-job-boom-full.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://click-demo.com/immigrationxperts/wp-content/uploads/2017/11/ITAsissuedin2017_Nov15-1024x501.png,,,,,http://click-demo.com/immigrationxperts/wp-content/uploads/2017/11/ITAsissuedin2017_Nov15-1024x501.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://click-demo.com/immigrationxperts/wp-content/uploads/2017/11/2017126-toronto-real-estate-1.jpg-resize_then_crop-_frame_bg_color_FFF-h_1365-gravity_center-q_70-preserve_ratio_true-w_2048_-1.jpg|http://click-demo.com/immigrationxperts/wp-content/uploads/2017/11/2017126-toronto-real-estate.jpg-resize_then_crop-_frame_bg_color_FFF-h_1365-gravity_center-q_70-preserve_ratio_true-w_2048_.jpg,2017126-toronto-real-estate.jpg-resize_then_crop-_frame_bg_color_FFF-h_1365-gravity_center-q_70-preserve_ratio_true-w_2048_|2017126-toronto-real-estate.jpg-resize_then_crop-_frame_bg_color_FFF-h_1365-gravity_center-q_70-preserve_ratio_true-w_2048_,|,|,|,http://click-demo.com/immigrationxperts/wp-content/uploads/2017/11/2017126-toronto-real-estate-1.jpg-resize_then_crop-_frame_bg_color_FFF-h_1365-gravity_center-q_70-preserve_ratio_true-w_2048_-1.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://click-demo.com/immigrationxperts/wp-content/uploads/2017/11/Optimized-iStock-494440102-1.jpg,,,,,http://click-demo.com/immigrationxperts/wp-content/uploads/2017/11/Optimized-iStock-494440102-1.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://click-demo.com/immigrationxperts/wp-content/uploads/2017/12/07394b1a-30e8-4309-b895-8570060bea4b_1479969199.jpeg,,,,,http://click-demo.com/immigrationxperts/wp-content/uploads/2017/12/07394b1a-30e8-4309-b895-8570060bea4b_1479969199.jpeg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://click-demo.com/immigrationxperts/wp-content/uploads/2018/01/business-competitive-advantage1.jpg,business-competitive-advantage1,,,,http://click-demo.com/immigrationxperts/wp-content/uploads/2018/01/business-competitive-advantage1.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://click-demo.com/immigrationxperts/wp-content/uploads/2018/02/Canada-New-Brunswick-Provincial-Nominee-Program-NBPNP.jpg,Canada-New-Brunswick-Provincial-Nominee-Program-NBPNP,,,,http://click-demo.com/immigrationxperts/wp-content/uploads/2018/02/Canada-New-Brunswick-Provincial-Nominee-Program-NBPNP.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://click-demo.com/immigrationxperts/wp-content/uploads/2018/02/POF-Canada-612x381.jpg,POF-Canada,,,,http://click-demo.com/immigrationxperts/wp-content/uploads/2018/02/POF-Canada-612x381.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://click-demo.com/immigrationxperts/wp-content/uploads/2018/02/IMMI_Australia-Map-for-web.png,"IMMI_Australia Map for web",,,,http://click-demo.com/immigrationxperts/wp-content/uploads/2018/02/IMMI_Australia-Map-for-web.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://click-demo.com/immigrationxperts/wp-content/uploads/2018/02/1297894034029_ORIGINAL.jpg,,,,,http://click-demo.com/immigrationxperts/wp-content/uploads/2018/02/1297894034029_ORIGINAL.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://click-demo.com/immigrationxperts/wp-content/uploads/2018/03/manitoba-pnp.png,manitoba-pnp,,,,http://click-demo.com/immigrationxperts/wp-content/uploads/2018/03/manitoba-pnp.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://click-demo.com/immigrationxperts/wp-content/uploads/2018/03/800px-Newfoundland_and_Labrador_in_Canada.svg.png,800px-Newfoundland_and_Labrador_in_Canada.svg,,,,http://click-demo.com/immigrationxperts/wp-content/uploads/2018/03/800px-Newfoundland_and_Labrador_in_Canada.svg.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://click-demo.com/immigrationxperts/wp-content/uploads/2018/04/Ontario-PNP-Program-2018.gif,Ontario-PNP-Program-2018,,,,http://click-demo.com/immigrationxperts/wp-content/uploads/2018/04/Ontario-PNP-Program-2018.gif,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://click-demo.com/immigrationxperts/wp-content/uploads/2018/04/1-2.png,,,,"Express Entry Canada",http://click-demo.com/immigrationxperts/wp-content/uploads/2018/04/1-2.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://click-demo.com/immigrationxperts/wp-content/uploads/2018/04/image.jpg,,,,,http://click-demo.com/immigrationxperts/wp-content/uploads/2018/04/image.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://click-demo.com/immigrationxperts/wp-content/uploads/2018/05/200f0e149f60bd647b63d8ae79615ea7.jpg,200f0e149f60bd647b63d8ae79615ea7,,,,http://click-demo.com/immigrationxperts/wp-content/uploads/2018/05/200f0e149f60bd647b63d8ae79615ea7.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://click-demo.com/immigrationxperts/wp-content/uploads/2018/05/1LPGkrADTkDF6F_QH2f-5Nm7CJx0HMKvgLNwtO7Kr-c.jpg,1LPGkrADTkDF6F_QH2f-5Nm7CJx0HMKvgLNwtO7Kr-c,,,,http://click-demo.com/immigrationxperts/wp-content/uploads/2018/05/1LPGkrADTkDF6F_QH2f-5Nm7CJx0HMKvgLNwtO7Kr-c.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://click-demo.com/immigrationxperts/wp-content/uploads/2018/05/images.png,images,,,,http://click-demo.com/immigrationxperts/wp-content/uploads/2018/05/images.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://click-demo.com/immigrationxperts/wp-content/uploads/2018/05/South-Australia_ImmigrationXperts.jpg,South-Australia_ImmigrationXperts,,,,http://click-demo.com/immigrationxperts/wp-content/uploads/2018/05/South-Australia_ImmigrationXperts.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://click-demo.com/immigrationxperts/wp-content/uploads/2018/05/update.jpg,update,,,,http://click-demo.com/immigrationxperts/wp-content/uploads/2018/05/update.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
